seed,sensorRange,acoCandidateCount,acoStepLength,acoAlpha,acoBeta,victimIdx,uavIdx,foundTime,x,y
40,100.0,30,150.0,1.0,1.5,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,25,150.0,1.5,2.0,1,0,25.066216110863408,507.078922744844,189.28912608156344
40,100.0,25,150.0,2.0,2.0,1,0,25.066216110863408,507.078922744844,189.28912608156344
40,100.0,30,150.0,1.5,1.5,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,30,150.0,1.5,1.0,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,30,150.0,1.5,1.0,3,0,18.84599907982763,498.79533806064467,183.5757899808681
40,100.0,30,150.0,2.0,1.0,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,30,150.0,2.0,1.0,3,0,18.84599907982763,498.79533806064467,183.5757899808681
40,100.0,25,150.0,2.0,1.0,4,1,63.73910100817715,459.33607136727795,411.8215105565725
40,100.0,30,150.0,1.0,1.5,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,25,150.0,2.0,1.5,4,0,45.92888526036808,459.33607136727795,411.8215105565725
40,100.0,30,150.0,1.5,1.5,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,30,150.0,1.0,1.5,1,0,18.84599907982763,507.078922744844,189.28912608156344
40,100.0,30,150.0,1.5,1.5,1,0,18.84599907982763,507.078922744844,189.28912608156344
40,100.0,25,150.0,1.0,2.0,4,0,75.29004707778594,459.33607136727795,411.8215105565725
40,100.0,25,150.0,1.5,2.0,4,0,75.46649978218296,459.33607136727795,411.8215105565725
40,100.0,30,150.0,1.5,1.0,4,0,66.50188111794614,459.33607136727795,411.8215105565725
40,100.0,20,150.0,1.0,2.0,4,1,95.14839206683048,459.33607136727795,411.8215105565725
40,100.0,25,150.0,2.0,2.0,4,0,75.46649978218296,459.33607136727795,411.8215105565725
40,100.0,30,150.0,2.0,1.0,4,0,66.50188111794614,459.33607136727795,411.8215105565725
40,100.0,30,150.0,2.0,1.5,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,30,150.0,1.0,2.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,30,150.0,1.5,2.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,30,150.0,2.0,2.0,2,0,4.667740890007865,357.3820174025494,170.075846905503
40,100.0,30,150.0,1.0,2.0,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,30,150.0,2.0,1.5,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,30,150.0,1.5,1.5,4,0,71.74971809385153,459.33607136727795,411.8215105565725
40,100.0,30,150.0,2.0,1.5,1,0,18.84599907982763,507.078922744844,189.28912608156344
40,100.0,30,150.0,1.0,2.0,1,0,18.84599907982763,507.078922744844,189.28912608156344
40,100.0,30,150.0,1.5,2.0,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,30,150.0,1.0,1.5,4,0,71.74971809385153,459.33607136727795,411.8215105565725
40,100.0,30,150.0,2.0,2.0,0,0,17.526212467670124,463.7091657830143,173.94983411973146
40,100.0,30,150.0,1.5,2.0,1,0,18.84599907982763,507.078922744844,189.28912608156344
40,100.0,30,150.0,2.0,2.0,1,0,18.84599907982763,507.078922744844,189.28912608156344
41,100.0,20,50.0,1.0,1.5,2,0,22.19777237801728,203.03436347978428,155.4830260820167
41,100.0,20,50.0,1.5,1.5,2,0,22.19777237801728,203.03436347978428,155.4830260820167
41,100.0,20,50.0,1.0,2.0,2,0,24.332058145992555,203.03436347978428,155.4830260820167
41,100.0,20,50.0,1.5,2.0,2,0,24.332058145992555,203.03436347978428,155.4830260820167
41,100.0,20,50.0,1.5,1.0,1,0,41.77766700604751,128.09185532690785,360.07796807860166
40,100.0,30,150.0,1.0,2.0,4,0,71.74971809385153,459.33607136727795,411.8215105565725
40,100.0,30,150.0,2.0,1.5,4,0,71.74971809385153,459.33607136727795,411.8215105565725
41,100.0,20,50.0,2.0,1.5,2,0,24.332058145992555,203.03436347978428,155.4830260820167
41,100.0,20,50.0,2.0,2.0,2,0,34.49431785036915,203.03436347978428,155.4830260820167
41,100.0,20,50.0,1.0,1.0,0,1,84.63665548075157,771.2855690062817,390.54541544306136
41,100.0,20,50.0,1.5,1.5,0,0,73.21583280703133,771.2855690062817,390.54541544306136
41,100.0,20,50.0,2.0,1.0,0,1,86.5822081486125,771.2855690062817,390.54541544306136
41,100.0,20,50.0,1.5,1.5,3,0,81.38972559886628,782.7905121440356,448.8951647729029
41,100.0,20,50.0,2.0,1.0,3,0,97.30885113621808,782.7905121440356,448.8951647729029
41,100.0,20,50.0,1.5,1.0,0,1,99.18225554291075,771.2855690062817,390.54541544306136
41,100.0,20,50.0,1.5,2.0,4,0,96.17585594173728,688.6002716449726,456.5169056717902
40,100.0,30,150.0,1.5,2.0,4,0,71.74971809385153,459.33607136727795,411.8215105565725
41,100.0,20,50.0,1.5,2.0,0,0,99.81125943063232,771.2855690062817,390.54541544306136
40,100.0,30,150.0,2.0,2.0,4,0,71.74971809385153,459.33607136727795,411.8215105565725
